Emp_ID,Years_of_Experience,Emp_Rating,Exp_in_Company,Personal_Rating,Client_Feedback_Rating,Appraisal_Percentage,Interaction_Experience_Rating,Normalized_Personal_Rating
E01646,1,4.1,10,2.5,2.64,3.96,4.1,1.25
E01647,21,4.23,13,5.5,2.25,10.45,88.83,2.75
E01648,14,4.07,15,5.2,4.64,9.38,56.98,2.6
E01649,15,1.46,6,9.6,4.88,6.85,21.9,4.8
E01650,9,3.58,4,4.9,2.99,6.42,32.22,2.45
E01651,15,4.34,4,8.1,2.16,5.45,65.1,4.05
E01652,17,3.31,7,9.5,4.08,10.2,56.27,4.75
E01653,25,3.59,11,8.9,1.53,13.69,89.75,4.45
E01654,24,2.83,15,2.9,4.06,11.27,67.92,1.45
E01655,4,3.11,11,5.5,4.28,9.89,12.44,2.75
E01656,12,1.14,6,4.1,1.5,6.0,13.68,2.05
E01657,5,3.56,11,4.6,4.91,3.44,17.8,2.3
E01658,5,1.33,13,4.2,4.94,5.48,6.65,2.1
E01659,11,2.74,8,8.4,4.75,7.91,30.14,4.2
E01660,6,2.17,3,5.1,2.98,5.27,13.02,2.55
E01661,7,3.18,9,5.7,1.98,5.62,22.26,2.85
E01662,24,1.53,3,9.8,3.33,8.03,36.72,4.9
E01663,14,3.77,1,1.5,2.68,4.4,52.78,0.75
E01664,24,4.18,2,5.4,1.82,8.87,100.32,2.7
E01665,11,1.65,0,8.0,2.69,4.18,18.15,4.0
E01666,13,1.42,0,2.4,3.66,3.17,18.46,1.2
E01667,2,1.58,6,6.5,1.28,1.87,3.16,3.25
E01668,25,4.51,13,3.2,2.33,14.01,112.75,1.6
E01669,7,3.11,15,8.8,1.07,10.73,21.77,4.4
E01670,20,2.87,13,3.9,4.0,12.45,57.4,1.95
E01671,4,1.43,4,4.0,3.56,6.3,5.72,2.0
E01672,8,3.6,2,6.4,1.25,7.08,28.8,3.2
E01673,20,4.47,6,2.7,4.86,11.9,89.4,1.35
E01674,22,4.31,13,3.6,1.09,10.83,94.82,1.8
E01675,21,3.5,1,4.7,3.36,9.32,73.5,2.35
E01676,19,1.3,2,4.2,4.11,7.02,24.7,2.1
E01677,13,1.45,0,5.7,4.15,5.44,18.85,2.85
E01678,14,1.2,15,6.4,1.14,8.68,16.8,3.2
E01679,10,2.03,7,6.1,4.63,8.18,20.3,3.05
E01680,11,1.54,1,6.9,4.67,6.59,16.94,3.45
E01681,2,2.04,14,3.8,3.25,4.92,4.08,1.9
E01682,25,2.54,6,2.1,2.93,10.62,63.5,1.05
E01683,9,4.77,10,7.8,1.18,8.49,42.93,3.9
E01684,17,3.44,8,8.7,3.25,10.93,58.48,4.35
E01685,3,4.34,5,3.3,2.64,1.46,13.02,1.65
E01686,24,3.84,1,4.7,4.09,8.07,92.16,2.35
E01687,6,1.45,1,5.5,2.62,5.87,8.7,2.75
E01688,5,3.94,8,5.8,3.73,5.88,19.7,2.9
E01689,5,2.1,9,6.9,1.41,4.26,10.5,3.45
E01690,22,3.56,7,1.4,1.53,9.34,78.32,0.7
E01691,15,2.36,13,7.5,1.56,8.58,35.4,3.75
E01692,23,4.99,13,1.6,1.18,13.01,114.77,0.8
E01693,17,2.05,13,5.2,3.17,7.46,34.85,2.6
E01694,9,2.12,8,8.4,4.18,6.87,19.08,4.2
E01695,3,4.72,3,5.1,3.44,5.08,14.16,2.55
E01696,20,1.1,3,2.3,3.3,8.72,22.0,1.15
E01697,17,3.79,14,9.9,3.72,11.6,64.43,4.95
E01698,10,3.9,14,9.0,2.36,9.76,39.0,4.5
E01699,3,4.35,15,7.9,2.45,5.77,13.05,3.95
E01700,18,4.9,1,4.7,2.26,6.6,88.2,2.35
E01701,18,4.9,13,2.7,3.85,15.91,88.2,1.35
E01702,17,1.26,9,9.5,1.65,8.08,21.42,4.75
E01703,24,4.29,0,5.8,1.05,9.34,102.96,2.9
E01704,3,3.59,9,8.7,3.38,7.04,10.77,4.35
E01705,3,3.59,12,4.1,4.77,9.29,10.77,2.05
E01706,6,1.51,3,4.0,3.44,3.0,9.06,2.0
E01707,13,3.6,9,9.9,4.13,6.96,46.8,4.95
E01708,24,4.93,9,5.7,3.69,9.8,118.32,2.85
E01709,15,4.65,10,2.3,2.99,12.37,69.75,1.15
E01710,25,2.76,7,3.0,3.87,9.0,69.0,1.5
E01711,9,1.16,1,5.3,4.3,4.7,10.44,2.65
E01712,4,2.45,12,1.4,1.9,3.15,9.8,0.7
E01713,14,4.31,11,5.2,2.34,6.22,60.34,2.6
E01714,5,3.81,10,4.8,1.89,5.3,19.05,2.4
E01715,2,2.84,7,8.0,2.81,2.62,5.68,4.0
E01716,11,1.22,0,4.2,4.54,3.73,13.42,2.1
E01717,9,2.71,14,9.8,2.38,12.05,24.39,4.9
E01718,24,2.88,0,2.6,2.5,9.96,69.12,1.3
E01719,3,4.71,3,6.3,4.44,6.76,14.13,3.15
E01720,9,3.56,6,1.8,3.06,7.77,32.04,0.9
E01721,3,2.25,8,7.6,3.14,4.59,6.75,3.8
E01722,25,3.1,15,10.0,4.44,12.75,77.5,5.0
E01723,2,1.26,4,8.4,2.96,3.83,2.52,4.2
E01724,12,4.89,1,6.0,3.73,7.44,58.68,3.0
E01725,10,2.44,11,5.4,1.34,5.85,24.4,2.7
E01726,9,2.91,6,8.5,1.71,6.52,26.19,4.25
E01727,15,2.42,10,9.4,2.62,7.52,36.3,4.7
E01728,8,3.73,1,9.9,2.98,5.34,29.84,4.95
E01729,25,3.65,8,4.6,4.86,11.32,91.25,2.3
E01730,5,3.86,8,9.9,4.88,4.07,19.3,4.95
E01731,11,2.07,2,2.4,4.4,0.95,22.77,1.2
E01732,2,2.26,12,3.3,2.26,2.81,4.52,1.65
E01733,24,1.5,15,1.8,4.86,15.56,36.0,0.9
E01734,15,3.62,7,3.4,3.76,7.82,54.3,1.7
E01735,6,1.16,10,7.9,2.57,7.12,6.96,3.95
E01736,8,3.39,3,8.7,3.81,1.74,27.12,4.35
E01737,5,4.48,2,8.0,1.07,2.69,22.4,4.0
E01738,16,4.56,0,6.7,1.58,4.9,72.96,3.35
E01739,18,2.8,4,5.6,4.32,8.34,50.4,2.8
E01740,6,2.84,12,7.4,3.58,11.64,17.04,3.7
E01741,5,1.31,13,4.5,2.46,6.49,6.55,2.25
E01742,16,3.68,10,8.6,3.0,13.12,58.88,4.3
E01743,13,4.29,3,7.1,4.62,7.34,55.77,3.55
E01744,5,1.98,0,7.3,3.53,6.46,9.9,3.65
E01745,13,2.69,9,5.8,2.59,12.02,34.97,2.9
E01746,17,4.36,15,9.0,1.48,10.82,74.12,4.5
E01747,18,4.51,7,3.3,2.17,8.29,81.18,1.65
E01748,8,1.97,7,4.4,4.91,3.37,15.76,2.2
E01749,13,3.2,12,8.0,2.75,8.31,41.6,4.0
E01750,19,1.77,7,5.4,2.89,9.09,33.63,2.7
E01751,3,1.41,2,9.0,2.99,7.42,4.23,4.5
E01752,24,4.64,5,4.1,4.54,8.78,111.36,2.05
E01753,8,4.28,11,4.3,3.42,7.55,34.24,2.15
E01754,2,4.04,11,9.0,3.77,2.44,8.08,4.5
E01755,8,1.2,6,5.2,2.56,4.26,9.6,2.6
E01756,13,4.37,15,5.6,1.12,10.05,56.81,2.8
E01757,13,2.75,8,4.0,4.72,8.97,35.75,2.0
E01758,1,2.37,4,3.5,4.8,4.54,2.37,1.75
E01759,6,3.19,8,6.9,4.8,7.12,19.14,3.45
E01760,24,1.37,15,2.1,4.77,13.07,32.88,1.05
E01761,19,4.03,5,8.9,4.26,10.15,76.57,4.45
E01762,16,3.33,9,8.0,3.74,7.38,53.28,4.0
E01763,8,1.75,15,2.7,4.38,3.54,14.0,1.35
E01764,1,1.75,9,7.2,3.4,3.11,1.75,3.6
E01765,16,1.74,9,6.4,1.54,7.97,27.84,3.2
E01766,9,1.23,3,2.7,2.56,7.08,11.07,1.35
E01767,13,3.35,12,3.5,4.89,8.77,43.55,1.75
E01768,11,4.36,15,4.7,2.4,8.6,47.96,2.35
E01769,13,1.07,0,7.3,4.47,6.72,13.91,3.65
E01770,25,1.2,0,6.7,1.37,8.38,30.0,3.35
E01771,21,3.29,13,5.8,2.34,12.89,69.09,2.9
E01772,10,4.28,9,7.9,2.4,11.74,42.8,3.95
E01773,4,2.31,4,7.8,1.21,8.33,9.24,3.9
E01774,6,2.4,12,6.6,1.48,6.31,14.4,3.3
E01775,7,3.39,13,8.1,1.77,7.89,23.73,4.05
E01776,5,2.1,2,4.0,4.35,7.17,10.5,2.0
E01777,11,1.11,4,8.9,1.25,5.38,12.21,4.45
E01778,13,3.94,4,6.5,2.19,8.72,51.22,3.25
E01779,25,3.5,0,8.4,1.04,7.68,87.5,4.2
E01780,19,3.32,13,5.9,3.78,10.35,63.08,2.95
E01781,23,3.97,7,3.0,3.48,13.2,91.31,1.5
E01782,10,3.7,4,5.9,3.58,5.15,37.0,2.95
E01783,10,1.82,4,4.3,2.5,5.2,18.2,2.15
E01784,11,2.41,8,7.3,1.83,3.81,26.51,3.65
E01785,21,1.5,7,5.3,3.88,13.62,31.5,2.65
E01786,7,1.52,15,8.5,4.24,9.93,10.64,4.25
E01787,18,3.7,12,7.1,1.55,10.68,66.6,3.55
E01788,4,4.43,0,7.2,2.95,5.3,17.72,3.6
E01789,2,4.85,2,3.0,1.99,4.43,9.7,1.5
E01790,14,3.51,11,9.9,1.67,11.9,49.14,4.95
E01791,13,1.74,6,8.6,3.94,6.41,22.62,4.3
E01792,12,1.42,0,8.1,3.15,7.07,17.04,4.05
E01793,7,4.25,0,4.0,1.86,6.73,29.75,2.0
E01794,2,3.32,4,5.8,2.24,6.19,6.64,2.9
E01795,13,3.47,8,2.2,4.87,3.56,45.11,1.1
E01796,14,4.13,5,5.8,4.39,7.11,57.82,2.9
E01797,17,3.81,9,2.3,4.52,7.52,64.77,1.15
E01798,9,4.34,1,6.0,2.84,6.1,39.06,3.0
E01799,17,1.22,10,6.8,3.5,4.94,20.74,3.4
E01800,8,3.99,15,4.5,2.51,3.86,31.92,2.25
E01801,2,4.4,8,5.5,1.31,9.11,8.8,2.75
E01802,24,2.14,15,8.9,2.6,13.7,51.36,4.45
E01803,13,3.56,5,2.0,3.38,7.44,46.28,1.0
E01804,3,2.26,4,8.1,2.15,4.57,6.78,4.05
E01805,16,4.83,4,2.5,4.39,8.95,77.28,1.25
E01806,6,1.13,14,1.3,1.6,7.5,6.78,0.65
E01807,19,3.32,11,2.7,2.47,8.73,63.08,1.35
E01808,7,1.67,2,7.9,1.5,4.63,11.69,3.95
E01809,10,3.85,13,4.6,2.62,8.58,38.5,2.3
E01810,9,1.7,15,8.9,1.16,5.41,15.3,4.45
E01811,2,1.94,5,5.7,2.09,5.92,3.88,2.85
E01812,15,2.98,14,1.2,2.6,8.24,44.7,0.6
E01813,5,4.66,14,7.5,2.91,9.53,23.3,3.75
E01814,22,1.85,12,2.0,3.17,10.8,40.7,1.0
E01815,4,1.58,15,8.1,2.1,9.33,6.32,4.05
E01816,20,4.04,3,2.5,3.09,7.0,80.8,1.25
E01817,4,3.0,12,4.1,3.04,3.65,12.0,2.05
E01818,18,4.65,11,7.9,2.26,8.89,83.7,3.95
E01819,4,1.59,9,9.6,4.32,5.73,6.36,4.8
E01820,17,3.58,13,4.3,3.18,13.28,60.86,2.15
E01821,12,1.93,14,8.5,2.33,11.67,23.16,4.25
E01822,22,1.63,1,2.7,4.79,4.06,35.86,1.35
E01823,17,3.73,15,8.3,4.38,11.8,63.41,4.15
E01824,10,3.37,12,6.9,4.93,2.0,33.7,3.45
E01825,22,4.02,2,2.7,3.77,11.22,88.44,1.35
E01826,1,2.24,8,3.7,2.51,5.9,2.24,1.85
E01827,22,2.79,10,2.2,2.12,10.28,61.38,1.1
E01828,24,2.62,10,4.4,3.65,11.59,62.88,2.2
E01829,18,4.94,8,2.8,4.92,10.39,88.92,1.4
E01830,18,2.17,5,6.8,3.51,7.08,39.06,3.4
E01831,14,2.18,9,10.0,4.53,9.64,30.52,5.0
E01832,15,2.42,9,1.1,2.32,7.38,36.3,0.55
E01833,12,3.26,13,5.9,2.63,10.48,39.12,2.95
E01834,4,2.01,8,6.2,4.63,4.92,8.04,3.1
E01835,3,4.66,3,9.2,4.03,3.37,13.98,4.6
E01836,20,2.06,10,5.6,4.93,7.3,41.2,2.8
E01837,12,4.58,4,5.9,4.1,3.91,54.96,2.95
E01838,7,1.41,9,5.2,2.79,8.17,9.87,2.6
E01839,11,3.63,5,3.4,3.12,5.8,39.93,1.7
E01840,1,4.63,12,1.5,4.6,6.3,4.63,0.75
E01841,6,1.67,14,4.7,3.21,9.95,10.02,2.35
E01842,15,4.87,8,1.5,2.02,7.48,73.05,0.75
E01843,15,2.81,12,6.0,2.74,7.92,42.15,3.0
E01844,19,4.78,15,3.8,3.07,11.34,90.82,1.9
E01845,11,3.71,4,5.8,1.39,6.5,40.81,2.9
E01846,23,2.21,7,2.2,3.98,13.98,50.83,1.1
E01847,2,1.75,10,9.4,1.44,7.66,3.5,4.7
E01848,14,2.21,0,9.1,2.62,7.76,30.94,4.55
E01849,2,1.37,4,2.7,4.22,5.96,2.74,1.35
E01850,4,1.58,9,4.1,2.87,4.26,6.32,2.05
E01851,17,1.42,0,6.5,4.37,7.79,24.14,3.25
E01852,3,2.69,9,1.9,2.37,3.84,8.07,0.95
E01853,13,4.18,13,4.2,4.83,6.98,54.34,2.1
E01854,9,1.57,5,3.3,1.84,7.43,14.13,1.65
E01855,7,1.52,6,9.2,1.15,6.12,10.64,4.6
E01856,15,3.57,11,8.7,4.49,9.93,53.55,4.35
E01857,23,1.79,13,6.2,4.01,11.63,41.17,3.1
E01858,11,1.39,4,5.7,1.93,2.6,15.29,2.85
E01859,20,1.67,0,9.4,4.94,6.64,33.4,4.7
E01860,2,4.69,5,9.4,3.01,5.69,9.38,4.7
E01861,15,4.29,9,9.7,4.8,8.89,64.35,4.85
E01862,14,2.42,4,2.1,3.02,6.35,33.88,1.05
E01863,20,3.62,5,2.4,2.89,9.06,72.4,1.2
E01864,22,3.15,15,7.1,2.8,10.77,69.3,3.55
E01865,11,3.71,15,5.9,2.34,6.91,40.81,2.95
E01866,3,3.73,10,1.2,3.13,1.91,11.19,0.6
E01867,17,3.51,9,1.6,2.81,8.73,59.67,0.8
E01868,12,2.06,14,9.0,1.15,9.59,24.72,4.5
E01869,24,1.16,6,8.8,2.04,6.86,27.84,4.4
E01870,21,2.82,6,4.2,1.85,9.37,59.22,2.1
E01871,15,4.56,1,9.0,4.47,8.88,68.4,4.5
E01872,16,3.28,14,6.3,3.4,8.24,52.48,3.15
E01873,5,4.33,11,8.3,4.05,9.92,21.65,4.15
E01874,20,4.97,2,4.8,4.83,9.06,99.4,2.4
E01875,6,1.65,11,2.0,3.58,5.37,9.9,1.0
E01876,19,3.77,15,4.9,4.93,11.36,71.63,2.45
E01877,25,3.7,5,5.1,2.25,7.4,92.5,2.55
E01878,5,4.92,2,6.0,1.75,6.84,24.6,3.0
E01879,3,4.94,1,2.0,2.61,1.89,14.82,1.0
E01880,1,3.75,3,9.9,2.88,3.49,3.75,4.95
E01881,6,1.97,4,3.2,4.58,5.82,11.82,1.6
E01882,15,4.19,10,2.8,3.24,12.03,62.85,1.4
E01883,2,1.43,9,5.7,2.17,1.82,2.86,2.85
E01884,3,4.12,8,5.8,3.97,4.63,12.36,2.9
E01885,17,4.64,2,5.0,3.02,11.22,78.88,2.5
E01886,25,2.53,2,7.9,1.65,10.96,63.25,3.95
E01887,24,3.52,5,5.6,3.31,12.17,84.48,2.8
E01888,12,2.72,4,6.5,4.65,4.97,32.64,3.25
E01889,18,2.75,5,7.5,4.37,8.37,49.5,3.75
E01890,15,2.24,6,1.2,3.35,7.05,33.6,0.6
E01891,12,4.05,10,6.1,2.51,6.62,48.6,3.05
E01892,16,4.74,15,9.0,1.35,7.52,75.84,4.5
E01893,8,4.76,2,1.2,2.88,4.38,38.08,0.6
E01894,14,1.7,14,4.6,4.01,11.65,23.8,2.3
E01895,25,4.5,12,9.3,2.44,13.24,112.5,4.65
E01896,17,3.95,4,4.2,1.94,11.04,67.15,2.1
E01897,21,2.01,7,5.1,4.73,10.32,42.21,2.55
E01898,8,1.27,15,9.8,4.29,6.22,10.16,4.9
E01899,15,2.07,3,2.8,3.55,9.47,31.05,1.4
E01900,14,4.65,9,1.6,1.55,8.75,65.1,0.8
E01901,18,3.53,1,8.7,1.58,10.12,63.54,4.35
E01902,20,3.88,3,8.8,1.41,7.18,77.6,4.4
E01903,7,2.03,1,5.2,3.47,6.4,14.21,2.6
E01904,3,3.88,2,5.6,1.46,5.84,11.64,2.8
E01905,12,1.11,3,8.5,4.37,6.95,13.32,4.25
E01906,21,2.5,3,7.6,4.97,8.04,52.5,3.8
E01907,24,3.51,9,3.4,2.47,11.15,84.24,1.7
E01908,3,1.58,8,1.2,2.81,5.04,4.74,0.6
E01909,20,4.29,15,5.3,3.85,12.49,85.8,2.65
E01910,14,1.94,9,8.7,4.75,9.8,27.16,4.35
E01911,15,3.61,5,9.1,4.58,10.79,54.15,4.55
E01912,25,2.62,8,9.6,1.23,10.06,65.5,4.8
E01913,14,3.38,3,8.9,1.68,5.07,47.32,4.45
E01914,7,1.43,8,6.2,4.02,5.62,10.01,3.1
E01915,17,1.07,10,5.0,3.76,8.12,18.19,2.5
E01916,12,4.64,12,8.0,1.53,10.53,55.68,4.0
E01917,20,2.08,8,7.7,3.01,7.66,41.6,3.85
E01918,4,4.28,5,5.8,4.12,7.36,17.12,2.9
E01919,9,5.0,4,1.8,1.88,8.76,45.0,0.9
E01920,6,1.85,2,9.3,4.49,4.77,11.1,4.65
E01921,16,2.06,13,5.1,1.21,9.1,32.96,2.55
E01922,25,3.65,14,4.3,4.13,11.48,91.25,2.15
E01923,22,4.86,4,6.7,3.46,9.62,106.92,3.35
E01924,22,4.66,14,7.1,2.26,11.61,102.52,3.55
E01925,21,3.01,2,2.9,3.88,11.86,63.21,1.45
E01926,21,4.18,4,8.5,4.13,10.3,87.78,4.25
E01927,2,1.54,4,3.6,4.74,0.68,3.08,1.8
E01928,24,4.91,1,2.7,2.47,10.64,117.84,1.35
E01929,8,4.86,13,4.7,3.74,9.81,38.88,2.35
E01930,11,1.65,15,7.6,3.41,8.35,18.15,3.8
E01931,13,2.2,13,9.7,3.1,11.91,28.6,4.85
E01932,17,1.4,8,8.3,4.56,10.56,23.8,4.15
E01933,8,2.09,14,9.5,1.01,5.09,16.72,4.75
E01934,21,4.26,6,2.3,2.13,8.76,89.46,1.15
E01935,18,2.51,13,1.6,3.15,10.25,45.18,0.8
E01936,18,1.35,5,6.0,1.71,4.55,24.3,3.0
E01937,14,2.37,4,3.6,4.63,7.91,33.18,1.8
E01938,15,4.93,14,8.5,3.59,7.32,73.95,4.25
E01939,6,3.52,3,7.0,2.91,7.14,21.12,3.5
E01940,11,2.66,7,9.7,4.26,9.4,29.26,4.85
E01941,13,1.67,1,3.3,2.8,6.67,21.71,1.65
E01942,25,4.94,7,5.4,3.23,10.71,123.5,2.7
E01943,1,4.28,0,5.5,1.01,3.1,4.28,2.75
E01944,6,2.13,15,3.2,2.46,5.44,12.78,1.6
E01945,9,1.28,9,6.3,1.56,3.89,11.52,3.15
E01946,8,1.23,0,5.0,3.76,3.47,9.84,2.5
E01947,11,1.48,2,5.0,2.92,6.77,16.28,2.5
E01948,22,3.32,4,4.3,2.21,9.69,73.04,2.15
E01949,19,4.72,13,1.2,2.87,13.78,89.68,0.6
E01950,24,2.99,5,5.7,1.84,11.87,71.76,2.85
E01951,9,4.37,3,4.0,4.7,7.71,39.33,2.0
E01952,17,2.78,15,1.0,1.22,6.34,47.26,0.5
E01953,12,3.83,6,3.8,4.46,7.03,45.96,1.9
E01954,25,3.93,6,3.5,3.05,9.1,98.25,1.75
E01955,14,1.7,1,4.5,3.48,5.86,23.8,2.25
E01956,15,2.44,1,2.2,2.21,4.95,36.6,1.1
E01957,16,3.55,1,5.6,4.87,7.2,56.8,2.8
E01958,22,1.28,14,7.2,2.13,13.18,28.16,3.6
E01959,22,2.45,13,6.7,3.36,12.47,53.9,3.35
E01960,20,3.14,14,8.2,4.97,13.88,62.8,4.1
E01961,1,4.98,1,5.1,4.52,0.7,4.98,2.55
E01962,10,2.9,12,5.7,3.15,7.88,29.0,2.85
E01963,8,4.26,8,8.3,4.96,9.46,34.08,4.15
E01964,18,2.73,13,4.8,3.81,13.35,49.14,2.4
E01965,1,4.19,4,7.3,1.83,0.78,4.19,3.65
E01966,2,3.38,10,4.9,2.62,4.26,6.76,2.45
E01967,1,4.55,7,4.8,2.34,6.54,4.55,2.4
E01968,1,2.64,4,7.8,2.38,3.03,2.64,3.9
E01969,9,3.42,15,2.6,4.04,6.32,30.78,1.3
E01970,13,3.52,12,4.0,3.34,5.68,45.76,2.0
E01971,1,2.67,10,3.0,1.15,2.0,2.67,1.5
E01972,13,1.58,4,4.2,4.51,3.28,20.54,2.1
E01973,20,1.37,0,3.1,2.19,7.41,27.4,1.55
E01974,22,1.07,5,6.2,4.99,11.44,23.54,3.1
E01975,7,4.49,15,8.2,4.82,6.16,31.43,4.1
E01976,2,1.95,3,8.1,4.76,4.26,3.9,4.05
E01977,6,1.85,14,4.3,4.24,8.31,11.1,2.15
E01978,7,3.94,2,9.9,1.88,5.44,27.58,4.95
E01979,14,2.28,15,6.3,3.13,6.15,31.92,3.15
E01980,18,3.02,5,4.6,1.9,9.22,54.36,2.3
E01981,15,1.65,1,8.5,2.04,6.51,24.75,4.25
E01982,2,4.84,7,7.6,3.44,5.07,9.68,3.8
E01983,10,4.41,0,7.7,1.16,4.67,44.1,3.85
E01984,23,4.46,11,2.8,4.88,12.31,102.58,1.4
E01985,12,2.63,8,5.2,4.67,8.73,31.56,2.6
E01986,17,4.05,7,8.8,2.52,14.29,68.85,4.4
E01987,8,1.58,0,5.5,3.06,4.42,12.64,2.75
E01988,11,1.03,9,7.2,2.86,9.83,11.33,3.6
E01989,3,1.08,11,6.3,4.53,5.78,3.24,3.15
E01990,6,3.35,14,8.6,3.75,7.35,20.1,4.3
E01991,9,2.82,8,3.6,2.11,6.51,25.38,1.8
E01992,6,3.07,1,6.2,2.79,1.96,18.42,3.1
E01993,9,1.03,2,2.1,2.72,4.88,9.27,1.05
E01994,7,2.69,1,7.2,4.84,1.08,18.83,3.6
E01995,9,3.87,12,7.6,1.7,6.02,34.83,3.8
E01996,18,2.77,15,1.4,1.36,10.14,49.86,0.7
E01997,12,3.93,13,7.1,4.52,11.77,47.16,3.55
E01998,8,1.93,7,4.7,4.59,8.82,15.44,2.35
E01999,8,4.25,15,2.1,4.49,7.73,34.0,1.05
E02000,18,3.35,1,4.8,3.04,8.34,60.3,2.4
E02001,20,1.84,9,2.7,3.64,11.5,36.8,1.35
E02002,15,1.95,1,4.7,3.25,3.94,29.25,2.35
E02003,7,3.51,15,4.5,1.28,8.02,24.57,2.25
E02004,11,4.32,14,7.6,3.38,7.61,47.52,3.8
E02005,20,2.66,0,8.0,1.05,7.73,53.2,4.0
E02006,16,2.03,6,6.5,2.3,7.0,32.48,3.25
E02007,4,4.47,11,1.2,4.73,7.12,17.88,0.6
E02008,6,3.68,1,9.4,2.22,5.96,22.08,4.7
E02009,22,2.79,9,7.2,4.76,12.97,61.38,3.6
E02010,3,2.95,4,1.3,2.0,4.11,8.85,0.65
E02011,9,1.82,4,8.4,2.26,5.86,16.38,4.2
E02012,10,3.51,2,2.8,3.51,9.49,35.1,1.4
E02013,14,2.43,2,6.2,4.05,3.95,34.02,3.1
E02014,11,4.98,12,5.2,3.01,12.21,54.78,2.6
E02015,18,2.92,11,4.8,4.53,9.57,52.56,2.4
E02016,22,2.94,2,9.0,1.16,10.45,64.68,4.5
E02017,12,3.26,5,4.9,4.69,6.68,39.12,2.45
E02018,23,4.67,13,1.7,1.79,10.49,107.41,0.85
E02019,12,4.2,3,9.5,4.54,8.71,50.4,4.75
E02020,13,2.8,12,9.3,2.6,10.95,36.4,4.65
E02021,25,3.87,2,7.2,4.33,11.98,96.75,3.6
E02022,13,3.34,1,5.2,3.69,5.61,43.42,2.6
E02023,19,2.97,12,1.8,1.7,17.03,56.43,0.9
E02024,19,1.77,2,8.1,4.67,10.95,33.63,4.05
E02025,23,2.86,3,1.7,1.98,11.08,65.78,0.85
E02026,14,1.98,5,1.6,1.98,5.84,27.72,0.8
E02027,4,4.66,15,5.8,4.26,6.25,18.64,2.9
E02028,13,2.34,3,2.4,1.42,5.4,30.42,1.2
E02029,8,4.81,7,1.1,1.89,8.37,38.48,0.55
E02030,23,3.13,2,4.8,3.01,7.65,71.99,2.4
E02031,21,3.53,11,2.2,4.32,8.86,74.13,1.1
E02032,23,3.17,2,2.4,1.59,10.21,72.91,1.2
E02033,19,1.52,2,1.7,3.19,8.15,28.88,0.85
E02034,12,2.5,7,2.8,3.84,5.51,30.0,1.4
E02035,18,1.4,3,7.4,4.44,6.01,25.2,3.7
E02036,6,3.49,0,8.3,4.74,7.85,20.94,4.15
E02037,18,2.79,1,5.1,4.14,8.77,50.22,2.55
E02038,19,4.11,12,5.6,3.61,8.3,78.09,2.8
E02039,22,1.88,13,1.3,2.73,8.04,41.36,0.65
E02040,5,1.66,9,1.6,1.45,3.69,8.3,0.8
E02041,24,2.63,12,3.3,3.84,13.22,63.12,1.65
E02042,9,4.71,12,5.9,4.97,9.76,42.39,2.95
E02043,3,3.84,13,7.7,3.95,8.86,11.52,3.85
E02044,10,2.68,1,6.4,1.07,2.15,26.8,3.2
E02045,19,3.07,13,4.5,2.99,11.02,58.33,2.25
E02046,3,1.34,2,2.1,3.46,5.59,4.02,1.05
E02047,22,4.94,5,8.0,3.76,13.79,108.68,4.0
E02048,15,3.67,7,4.3,3.88,9.29,55.05,2.15
E02049,1,2.14,15,7.6,3.23,10.26,2.14,3.8
E02050,7,3.34,11,5.6,1.89,7.79,23.38,2.8
E02051,12,1.44,0,7.6,4.77,7.98,17.28,3.8
E02052,17,4.86,8,9.2,3.79,10.41,82.62,4.6
E02053,21,1.7,0,9.3,1.95,6.74,35.7,4.65
E02054,24,3.59,9,5.8,2.29,9.72,86.16,2.9
E02055,20,1.98,15,5.6,4.69,11.65,39.6,2.8
E02056,5,3.87,1,3.4,4.55,4.07,19.35,1.7
E02057,4,4.11,2,9.4,2.62,1.17,16.44,4.7
E02058,12,3.69,6,5.1,1.15,4.96,44.28,2.55
E02059,20,3.46,8,2.1,1.19,8.8,69.2,1.05
E02060,24,4.57,2,4.9,2.14,11.8,109.68,2.45
E02061,18,1.31,7,2.1,3.52,8.21,23.58,1.05
E02062,17,2.32,14,5.5,3.34,9.9,39.44,2.75
E02063,19,1.99,8,6.1,3.54,7.44,37.81,3.05
E02064,9,4.95,9,4.0,3.87,7.7,44.55,2.0
E02065,4,2.56,6,1.6,1.08,6.44,10.24,0.8
E02066,21,3.93,3,9.5,1.42,10.02,82.53,4.75
E02067,2,3.74,3,8.0,2.44,0.97,7.48,4.0
E02068,4,1.85,3,8.5,1.62,1.21,7.4,4.25
E02069,2,1.96,5,4.3,1.3,4.25,3.92,2.15
E02070,15,2.13,3,7.8,3.56,7.0,31.95,3.9
E02071,2,2.64,4,5.4,4.26,3.7,5.28,2.7
E02072,4,1.94,8,2.8,4.01,3.43,7.76,1.4
E02073,6,1.08,11,2.1,4.27,6.5,6.48,1.05
E02074,7,4.52,6,4.1,3.66,5.65,31.64,2.05
E02075,10,4.86,7,2.2,3.94,6.98,48.6,1.1
E02076,19,2.37,4,10.0,2.09,7.16,45.03,5.0
E02077,19,2.35,4,1.4,4.97,10.42,44.65,0.7
E02078,22,1.03,12,5.0,1.73,9.82,22.66,2.5
E02079,12,3.72,10,5.1,1.86,9.19,44.64,2.55
