State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Washington,232,2867,190.13,2955,138.47,136,7/7/2014
West Virginia,354.71,473,214.94,463,157.32,50,7/7/2014
Wisconsin,353.29,1945,271.58,1787,237.56,145,7/7/2014
Wyoming,351.78,110,360.09,160,161.3,12,7/7/2014
Alabama,340.52,1384,204.09,1246,145.79,160,8/7/2014
Alaska,288.45,325,261.29,401,403.33,33,8/7/2014
Arizona,300.54,2396,209.32,2126,185.64,279,8/7/2014
Arkansas,348.22,744,180.47,718,126.2,134,8/7/2014
California,245.36,15012,191.55,16757,188.74,978,8/7/2014
Colorado,237.86,2821,196.99,2429,227.49,167,8/7/2014
Connecticut,341.44,1613,273.02,1739,249.99,107,8/7/2014
Delaware,366.63,442,230.52,377,204.86,39,8/7/2014
District of Columbia,346.33,573,287.37,489,209.83,47,8/7/2014
Florida,301.64,8440,217.85,7104,151.63,633,8/7/2014
Georgia,326.43,3967,216.72,3005,145.09,279,8/7/2014
Hawaii,309.84,410,265.58,456,174.23,29,8/7/2014
Idaho,276.21,392,249.33,584,165.19,31,8/7/2014
Illinois,355.73,5046,283.21,4761,193.54,409,8/7/2014
Indiana,333,2128,211.51,1951,155.76,296,8/7/2014
Iowa,367.25,868,290.87,881,249.3,112,8/7/2014
Kansas,351.44,1047,262.5,871,121.73,130,8/7/2014
Kentucky,337.97,1318,182.8,1309,123.13,165,8/7/2014
Louisiana,366.64,1376,243.92,1182,143.98,290,8/7/2014
Maine,317.4,554,253.76,570,272.95,59,8/7/2014
Montana,266.81,682,246.08,334,571.68,30,8/7/2014
Nebraska,341.41,633,250.37,631,133.37,73,8/7/2014
Nevada,268.91,1112,229.4,1246,235.3,75,8/7/2014
New Hampshire,358.15,533,290.65,577,617.09,46,8/7/2014
New Jersey,349.15,2757,288.43,3645,226.25,235,8/7/2014
New Mexico,289.26,699,201.26,567,94.88,58,8/7/2014
New York,346.95,7078,265.47,7619,208.09,566,8/7/2014
North Carolina,349.44,3624,245.93,2605,148.47,281,8/7/2014
North Dakota,405.46,186,364.85,271,336.51,21,8/7/2014
Ohio,334.82,3812,217.58,3753,165.75,501,8/7/2014
Oklahoma,363.59,951,233.03,923,122.25,171,8/7/2014
Oregon,208.78,1975,183.89,1723,178.05,82,8/7/2014
Maryland,370.47,2535,252.89,2119,187.53,178,8/7/2014
Massachusetts,350.19,3635,288.96,3245,221.92,267,8/7/2014
Michigan,291.73,3657,274.98,3278,266.25,270,8/7/2014
Minnesota,357.49,2137,276.24,2124,184.7,114,8/7/2014
Mississippi,335.82,538,146.62,471,145.6,129,8/7/2014
Missouri,357.71,1988,245.45,1814,146.1,273,8/7/2014
Pennsylvania,365.95,4923,267.49,4298,193.18,460,8/7/2014
Rhode Island,322.36,645,258.2,469,199.96,40,8/7/2014
South Carolina,342.22,1495,201.66,1220,186.12,150,8/7/2014
South Dakota,377.27,195,350.04,226,123.94,22,8/7/2014
Tennessee,353.51,2004,225.76,1648,184.97,195,8/7/2014
Texas,337.4,7458,233.37,7523,143.98,1053,8/7/2014
Utah,286.76,862,238.1,917,207.35,57,8/7/2014
Vermont,375.19,329,316.9,311,190.36,27,8/7/2014
Virginia,367.09,3098,292.96,2646,224.37,256,8/7/2014
Washington,232.68,2990,190.06,3104,137.75,140,8/7/2014
West Virginia,354.38,489,215,471,145.37,55,8/7/2014
Wisconsin,352.91,1999,271.65,1875,250.79,147,8/7/2014
Wyoming,349.69,116,349.9,166,161.3,12,8/7/2014
Alabama,340.91,1409,204.84,1284,NA,161,9/7/2014
Alaska,291.32,330,261.06,418,NA,34,9/7/2014
Arizona,300.44,2427,209.33,2167,NA,285,9/7/2014
Arkansas,346.45,767,180.18,738,NA,135,9/7/2014
California,245.08,15274,191.25,17118,NA,998,9/7/2014
Colorado,238.29,2871,197.14,2491,NA,168,9/7/2014
Connecticut,341.08,1646,271.12,1782,NA,108,9/7/2014
Delaware,365.55,452,230.7,385,NA,39,9/7/2014
District of Columbia,348.79,585,287.77,504,NA,48,9/7/2014
Florida,302.5,8604,217.61,7301,NA,643,9/7/2014
Georgia,326.69,4058,216.86,3095,NA,284,9/7/2014
Hawaii,310.32,419,268.32,471,NA,29,9/7/2014
Idaho,276.18,398,249.13,595,NA,32,9/7/2014
Illinois,355.92,5155,283.27,4893,NA,413,9/7/2014
Indiana,332.38,2177,211.51,2005,NA,304,9/7/2014
Iowa,365.6,885,288.62,909,NA,113,9/7/2014
Kansas,351.29,1075,262.31,892,NA,130,9/7/2014
Kentucky,337.92,1346,183.59,1335,NA,167,9/7/2014
Louisiana,366.48,1399,244.6,1211,NA,293,9/7/2014
Maine,315.05,566,254.75,584,NA,59,9/7/2014
Montana,266.71,689,251.1,339,NA,30,9/7/2014
Nebraska,340,647,250.87,649,NA,74,9/7/2014
Nevada,268.1,1134,229.78,1273,NA,76,9/7/2014
New Hampshire,356.63,542,291.56,591,NA,46,9/7/2014
New Jersey,348.53,2807,287.7,3738,NA,239,9/7/2014
New Mexico,289.25,717,201.91,582,NA,58,9/7/2014
New York,346.03,7218,265.19,7806,NA,577,9/7/2014
North Carolina,348.23,3692,245.87,2691,NA,287,9/7/2014
North Dakota,405.46,186,348.53,277,NA,21,9/7/2014
Ohio,334.38,3880,217.48,3854,NA,509,9/7/2014
Oklahoma,363.91,970,232.76,945,NA,175,9/7/2014
Oregon,208.25,2013,182.92,1777,NA,85,9/7/2014
Maryland,370.19,2591,252.82,2174,NA,184,9/7/2014
Massachusetts,350.02,3701,288.5,3347,NA,271,9/7/2014
Michigan,290.92,3728,274.18,3349,NA,275,9/7/2014
Minnesota,354.71,2174,276.54,2169,NA,116,9/7/2014
Mississippi,337.65,550,146.27,483,NA,132,9/7/2014
Missouri,357.94,2024,245.62,1869,NA,275,9/7/2014
Pennsylvania,365.79,5042,267.9,4403,NA,470,9/7/2014
Rhode Island,321.07,659,258.39,478,NA,42,9/7/2014
South Carolina,342.06,1521,202.92,1246,NA,153,9/7/2014
South Dakota,377.57,201,348.33,228,NA,22,9/7/2014
Tennessee,352.82,2034,225.75,1679,NA,199,9/7/2014
Texas,336.87,7576,232.37,7686,NA,1073,9/7/2014
Utah,287.55,875,238.83,942,NA,58,9/7/2014
Vermont,374.81,334,316.49,323,NA,29,9/7/2014
Virginia,366.83,3174,291.71,2735,NA,259,9/7/2014
Washington,232.86,3045,189.64,3176,NA,144,9/7/2014
West Virginia,355.49,502,215.95,490,NA,55,9/7/2014
Wisconsin,352.36,2040,271.9,1937,NA,151,9/7/2014
Wyoming,328.54,118,356.25,170,NA,12,9/7/2014
Alabama,339.36,1430,204.39,1315,NA,164,10/7/2014
Alaska,291.47,333,261.97,427,NA,35,10/7/2014
Arizona,300.28,2453,210.39,2203,NA,291,10/7/2014
Arkansas,345.46,781,180.37,750,NA,138,10/7/2014
California,245,15471,190.86,17437,NA,1002,10/7/2014
Colorado,237.83,2914,196.94,2543,NA,169,10/7/2014
Connecticut,340.76,1683,270.78,1832,NA,113,10/7/2014
Delaware,365.31,459,232.76,396,NA,39,10/7/2014
District of Columbia,351.04,604,288.92,518,NA,48,10/7/2014
Florida,301.98,8754,217.9,7466,NA,651,10/7/2014
Georgia,326.67,4124,217.24,3145,NA,287,10/7/2014
Hawaii,310.34,421,268.21,476,NA,29,10/7/2014
Idaho,275.82,405,247.86,609,NA,34,10/7/2014
Illinois,356.32,5239,283.21,5026,NA,420,10/7/2014
Indiana,332.65,2218,213.94,2051,NA,309,10/7/2014
Iowa,365.64,900,288.93,925,NA,114,10/7/2014
Kansas,350.69,1084,262.74,908,NA,130,10/7/2014
Kentucky,338.75,1371,174.16,1359,NA,170,10/7/2014
Louisiana,365.52,1419,243.51,1237,NA,299,10/7/2014
Maine,314.94,570,244.97,599,NA,59,10/7/2014
Montana,266.25,699,250.51,345,NA,30,10/7/2014
Nebraska,340.23,657,249.69,663,NA,74,10/7/2014
Nevada,268.09,1148,229.66,1299,NA,76,10/7/2014
New Hampshire,356.62,550,290.94,603,NA,47,10/7/2014
New Jersey,348.37,2860,287.62,3819,NA,240,10/7/2014
New Mexico,288.35,731,202.84,596,NA,59,10/7/2014
New York,346.48,7324,264.86,7954,NA,584,10/7/2014
North Carolina,347.88,3759,245.34,2735,NA,289,10/7/2014
North Dakota,393.75,194,347.27,288,NA,22,10/7/2014
Ohio,334.24,3942,217.87,3916,NA,514,10/7/2014
Oklahoma,365.3,997,234.1,968,NA,177,10/7/2014
Oregon,208.03,2039,182.13,1811,NA,85,10/7/2014
Maryland,369.56,2628,253.17,2224,NA,185,10/7/2014
Massachusetts,349.33,3756,288.38,3424,NA,274,10/7/2014
Michigan,290.74,3779,273.42,3399,NA,277,10/7/2014
Minnesota,354.24,2191,275.63,2219,NA,118,10/7/2014
Mississippi,337.31,558,145.49,494,NA,133,10/7/2014
Missouri,357.78,2061,246.25,1915,NA,278,10/7/2014
Pennsylvania,365.15,5113,268.03,4491,NA,478,10/7/2014
Rhode Island,319.82,670,258.01,488,NA,43,10/7/2014
South Carolina,340.71,1550,203.63,1265,NA,156,10/7/2014
South Dakota,377.14,205,348.54,233,NA,24,10/7/2014
Tennessee,351.79,2066,226.89,1712,NA,202,10/7/2014
Texas,336.63,7673,232.53,7810,NA,1088,10/7/2014
Utah,287.96,889,238.44,961,NA,58,10/7/2014
Vermont,374.09,336,313.62,334,NA,29,10/7/2014
Virginia,366.59,3223,291.9,2792,NA,262,10/7/2014
Washington,233.24,3093,189.43,3246,NA,145,10/7/2014
West Virginia,354.44,509,217.15,496,NA,57,10/7/2014
Wisconsin,352.21,2078,272.24,1983,NA,154,10/7/2014
Wyoming,328.51,119,355.77,173,NA,12,10/7/2014
Alabama,339,1461,204.69,1354,NA,173,11/7/2014
Alaska,290.95,339,261.25,444,NA,37,11/7/2014
Arizona,300.46,2507,210.39,2267,NA,297,11/7/2014
Arkansas,343.89,809,206.34,775,NA,140,11/7/2014
California,244.82,15780,190.76,17925,NA,1031,11/7/2014
Colorado,236.96,2996,196.09,2643,NA,172,11/7/2014
Connecticut,340.25,1735,270.29,1917,NA,116,11/7/2014
Delaware,363.53,470,234.8,407,NA,39,11/7/2014
District of Columbia,348.8,623,286.23,542,NA,48,11/7/2014
Florida,301.48,8950,217.89,7673,NA,663,11/7/2014
Georgia,325.68,4208,217.3,3212,NA,290,11/7/2014
Hawaii,310.97,428,267.45,484,NA,29,11/7/2014
Idaho,276.01,421,247.12,629,NA,35,11/7/2014
Illinois,355.76,5340,283.2,5174,NA,431,11/7/2014
Indiana,332.38,2266,213.86,2111,NA,315,11/7/2014
Iowa,364.77,928,288.24,961,NA,115,11/7/2014
Kansas,351.02,1110,261.3,936,NA,133,11/7/2014
Kentucky,339.47,1401,182.47,1407,NA,174,11/7/2014
Louisiana,364.83,1442,241.26,1270,NA,302,11/7/2014
Maine,315.23,590,243.52,614,NA,59,11/7/2014
Montana,265.92,715,241.74,351,NA,31,11/7/2014
Nebraska,341.1,671,247.62,678,NA,74,11/7/2014
Nevada,267.19,1171,229.15,1330,NA,78,11/7/2014
New Hampshire,355.83,563,296.61,624,NA,51,11/7/2014
New Jersey,347.93,2915,287.63,3929,NA,244,11/7/2014
New Mexico,288.48,750,213.54,613,NA,61,11/7/2014
New York,345.84,7487,264.55,8172,NA,597,11/7/2014
North Carolina,347.37,3862,245.66,2826,NA,298,11/7/2014
North Dakota,397.2,201,341.75,305,NA,22,11/7/2014
Ohio,333.61,4033,217.67,4015,NA,526,11/7/2014
Oklahoma,362.84,1028,234.61,998,NA,182,11/7/2014
Oregon,207.39,2085,181.11,1883,NA,89,11/7/2014
Maryland,368.3,2709,255.74,2293,NA,188,11/7/2014
Massachusetts,348.46,3834,287.82,3531,NA,276,11/7/2014
Michigan,290.59,3850,271.33,3502,NA,286,11/7/2014
Minnesota,353.75,2261,274.69,2307,NA,121,11/7/2014
Mississippi,337.62,577,147.11,510,NA,136,11/7/2014
Missouri,352.94,2110,246.33,1975,NA,283,11/7/2014
Pennsylvania,364.03,5265,268.79,4631,NA,484,11/7/2014
Rhode Island,318.36,682,260.23,510,NA,46,11/7/2014
South Carolina,339.8,1589,203.2,1312,NA,159,11/7/2014
South Dakota,376.77,209,348.11,234,NA,25,11/7/2014
Tennessee,351.22,2121,226.51,1779,NA,205,11/7/2014
Texas,336.58,7830,233.28,8005,NA,1103,11/7/2014
Utah,290.99,906,237.52,989,NA,58,11/7/2014
Vermont,372.57,345,311.6,343,NA,31,11/7/2014
Virginia,367.09,3308,293.37,2886,NA,268,11/7/2014
Washington,233.26,3173,189.75,3341,NA,147,11/7/2014
West Virginia,356.61,523,219.53,512,NA,58,11/7/2014
Wisconsin,351.37,2127,272.87,2055,NA,158,11/7/2014
Wyoming,326.51,122,354.16,179,NA,12,11/7/2014
Alabama,339.23,1501,205.66,1409,NA,180,12/7/2014
Alaska,303.22,347,270.92,461,NA,37,12/7/2014
Arizona,299.69,2578,209.88,2352,NA,300,12/7/2014
Arkansas,343.27,828,206.71,811,NA,143,12/7/2014
California,244.22,16201,190.14,18618,NA,1068,12/7/2014
Colorado,243.78,3075,195.65,2770,NA,175,12/7/2014
Connecticut,338.05,1799,268.16,1999,NA,120,12/7/2014
Delaware,363.62,480,234.74,420,NA,40,12/7/2014
District of Columbia,348.43,644,282.33,566,NA,49,12/7/2014
Florida,301.95,9174,217.37,7950,NA,680,12/7/2014
Georgia,324.29,4329,217.48,3361,NA,303,12/7/2014
Hawaii,307.47,444,265.34,501,NA,29,12/7/2014
Idaho,275.06,436,245.01,659,NA,35,12/7/2014
Illinois,354.58,5489,282.99,5363,NA,438,12/7/2014
Indiana,332.61,2336,213.63,2188,NA,322,12/7/2014
Iowa,365.15,960,288.99,1011,NA,118,12/7/2014
Kansas,350.34,1133,261.3,970,NA,137,12/7/2014
Kentucky,338.89,1453,173.74,1458,NA,178,12/7/2014
Louisiana,363.07,1481,241.06,1317,NA,310,12/7/2014
Maine,313.83,603,235.49,645,NA,61,12/7/2014
Montana,265.8,723,241.29,363,NA,32,12/7/2014
Nebraska,337.86,685,246.91,705,NA,75,12/7/2014
Nevada,266.7,1211,227.38,1385,NA,78,12/7/2014
New Hampshire,354.98,581,289.93,642,NA,51,12/7/2014
New Jersey,345.91,3007,286.89,4082,NA,253,12/7/2014
New Mexico,288.52,777,215.69,644,NA,66,12/7/2014
New York,344.88,7689,263.85,8491,NA,611,12/7/2014
North Carolina,346.18,3991,245.83,2951,NA,308,12/7/2014
North Dakota,396.9,205,345.93,313,NA,23,12/7/2014
Ohio,333.02,4147,218.49,4162,NA,538,12/7/2014
Oklahoma,355.27,1080,236.97,1041,NA,189,12/7/2014
Oregon,206.68,2142,181,1967,NA,91,12/7/2014
Maryland,366.77,2797,255.44,2388,NA,192,12/7/2014
Massachusetts,347.21,3928,286.59,3684,NA,282,12/7/2014
Michigan,289.31,3924,270.59,3632,NA,291,12/7/2014
Minnesota,352.62,2310,273.61,2399,NA,124,12/7/2014
Mississippi,335.99,590,148.85,529,NA,140,12/7/2014
Missouri,352.76,2168,245.51,2054,NA,291,12/7/2014
Pennsylvania,363.77,5406,269.17,4838,NA,496,12/7/2014
Rhode Island,317.31,710,260.26,545,NA,46,12/7/2014
South Carolina,338.47,1643,205.45,1369,NA,161,12/7/2014
South Dakota,356.93,217,348.61,251,NA,25,12/7/2014
Tennessee,349.18,2185,225.72,1854,NA,214,12/7/2014
Texas,335.14,8046,233.1,8323,NA,1131,12/7/2014
Utah,291.22,940,237.82,1022,NA,60,12/7/2014
Vermont,371.53,352,309.72,356,NA,32,12/7/2014
Virginia,365.43,3408,292.63,2997,NA,281,12/7/2014
Washington,233.51,3273,189.1,3477,NA,156,12/7/2014
West Virginia,358.03,541,220.37,527,NA,59,12/7/2014
Wisconsin,351.08,2190,274.06,2131,NA,165,12/7/2014
Wyoming,326.84,126,355.06,187,NA,12,12/7/2014
Alabama,340.27,1057,199.43,946,148.48,124,1/8/2014
Alaska,289.08,256,262.5,303,388.58,26,1/8/2014
Arizona,303.49,1955,210.02,1640,198.06,223,1/8/2014
Arkansas,361.27,583,184.96,550,125.22,115,1/8/2014
California,248.63,12243,193.53,12955,192.91,784,1/8/2014
Colorado,236.63,2202,197.75,1799,213.49,132,1/8/2014
Connecticut,347.31,1304,274.75,1336,257.36,91,1/8/2014
Delaware,373.18,350,225.68,275,199.88,34,1/8/2014
District of Columbia,352.05,444,295.68,350,211.38,40,1/8/2014
Florida,306.06,6573,220.08,5285,157.75,519,1/8/2014
Georgia,332.21,3133,214.19,2297,154.94,232,1/8/2014
Hawaii,310.89,330,270.63,353,160.46,25,1/8/2014
Idaho,276.45,316,257.15,448,126.23,21,1/8/2014
Illinois,359.73,4049,287.63,3677,181.12,334,1/8/2014
Indiana,336.82,1684,206.73,1465,153.12,252,1/8/2014
Iowa,371.76,703,292.59,659,252.24,103,1/8/2014
Kansas,354.17,844,261.41,637,124.27,109,1/8/2014
Kentucky,337.88,1022,182.27,995,120.32,134,1/8/2014
Louisiana,377.73,1082,243.49,872,153.49,225,1/8/2014
Maine,321.31,454,261.44,431,214.8,52,1/8/2014
Montana,279.44,589,257.91,262,734.65,22,1/8/2014
Nebraska,352.33,514,248.28,514,142.99,62,1/8/2014
Nevada,270.44,912,219.44,939,231.08,61,1/8/2014
New Hampshire,366.22,428,289.29,444,561.05,38,1/8/2014
New Jersey,355.2,2271,294.08,2831,231.34,189,1/8/2014
New Mexico,293.68,572,216.79,435,63.7,42,1/8/2014
New York,351.95,5875,269.11,5890,189.67,488,1/8/2014
North Carolina,355.51,2818,247.3,1931,152.45,230,1/8/2014
North Dakota,412.86,140,360.77,203,269.55,13,1/8/2014
Ohio,336.2,3082,213.61,2848,168.38,402,1/8/2014
Oklahoma,364.52,763,228.91,677,121.28,132,1/8/2014
Oregon,213.25,1629,188.76,1343,172.89,62,1/8/2014
Maryland,380.12,1992,247.36,1568,196.11,153,1/8/2014
Massachusetts,354.42,2906,297.08,2489,218.19,222,1/8/2014
Michigan,299.31,3075,277.46,2555,228.6,232,1/8/2014
Minnesota,371.07,1732,279.61,1559,183.29,101,1/8/2014
Mississippi,340.41,415,150.79,353,138.48,97,1/8/2014
Missouri,371.25,1571,242.34,1303,151.66,208,1/8/2014
Pennsylvania,372.67,3869,266.96,3253,193.56,368,1/8/2014
Rhode Island,334.4,535,261.03,362,207.93,33,1/8/2014
South Carolina,348.84,1158,202.41,910,176.45,120,1/8/2014
South Dakota,386.67,164,364.98,168,125.68,20,1/8/2014
Tennessee,359.19,1569,225.16,1236,199.5,148,1/8/2014
Texas,343.11,6058,235.8,5692,142.39,858,1/8/2014
Utah,291.92,696,233.58,679,169.84,42,1/8/2014
Vermont,379.92,280,323.5,228,187.64,25,1/8/2014
Virginia,373.89,2509,288.05,1984,224.13,204,1/8/2014
Washington,235.9,2370,192.26,2373,149.69,109,1/8/2014
West Virginia,361.22,354,196.83,373,158.25,40,1/8/2014
Wisconsin,358.48,1640,269.1,1390,229.03,129,1/8/2014
Wyoming,354.03,94,378.95,134,161.3,11,1/8/2014
Alabama,336.76,1549,209.16,1472,NA,183,1/8/2015
Alaska,303.07,351,270.36,480,NA,37,1/8/2015
Arizona,298.24,2654,209.07,2457,NA,308,1/8/2015
Arkansas,341.64,852,208.3,847,NA,146,1/8/2015
California,243.79,16592,189.26,19296,NA,1104,1/8/2015
Colorado,243.39,3167,195.48,2909,NA,183,1/8/2015
Connecticut,336.54,1844,268.23,2086,NA,129,1/8/2015
Delaware,363.83,493,234.57,434,NA,42,1/8/2015
District of Columbia,348.42,662,281.63,587,NA,49,1/8/2015
Florida,300.86,9433,216.75,8234,NA,700,1/8/2015
Georgia,323.97,4461,217.49,3500,NA,306,1/8/2015
Hawaii,307.46,456,262.14,529,NA,30,1/8/2015
Idaho,275.45,454,244.79,679,NA,36,1/8/2015
Illinois,353.5,5669,282.78,5557,NA,455,1/8/2015
Indiana,332.51,2399,215.01,2273,NA,327,1/8/2015
Iowa,365.24,978,289.14,1056,NA,122,1/8/2015
Kansas,349.76,1168,259.97,1012,NA,138,1/8/2015
Kentucky,339.14,1500,182.21,1521,NA,180,1/8/2015
Louisiana,361.83,1530,241.36,1360,NA,322,1/8/2015
Maine,312.31,623,234.94,661,NA,62,1/8/2015
Montana,265.51,739,246.66,372,NA,32,1/8/2015
Nebraska,335.5,696,245.88,731,NA,76,1/8/2015
Nevada,265.3,1248,226.2,1438,NA,78,1/8/2015
New Hampshire,353.8,603,289.61,662,NA,51,1/8/2015
New Jersey,345.29,3073,286.3,4239,NA,258,1/8/2015
New Mexico,288.43,809,219.29,670,NA,68,1/8/2015
New York,343.81,7883,263.53,8787,NA,619,1/8/2015
North Carolina,345.25,4135,245.81,3061,NA,319,1/8/2015
North Dakota,393.94,213,338.21,329,NA,23,1/8/2015
Ohio,332.38,4274,219.16,4309,NA,552,1/8/2015
Oklahoma,353.45,1126,238.32,1078,NA,197,1/8/2015
Oregon,205.57,2199,180.99,2034,NA,97,1/8/2015
Maryland,365.87,2882,256.01,2488,NA,193,1/8/2015
Massachusetts,345.42,4021,285.3,3817,NA,289,1/8/2015
Michigan,287.77,4012,270.35,3756,NA,298,1/8/2015
Minnesota,351.09,2383,272.66,2489,NA,129,1/8/2015
Mississippi,335.37,615,151.61,553,NA,144,1/8/2015
Missouri,351.57,2231,245.43,2127,NA,301,1/8/2015
Pennsylvania,362.81,5566,269.23,5019,NA,508,1/8/2015
Rhode Island,317.06,723,259.51,565,NA,47,1/8/2015
South Carolina,337.09,1702,205.51,1422,NA,164,1/8/2015
South Dakota,358.24,223,348.81,256,NA,25,1/8/2015
Tennessee,347.72,2251,225.54,1933,NA,223,1/8/2015
Texas,334,8304,233.2,8655,NA,1152,1/8/2015
Utah,290.16,964,237.41,1069,NA,62,1/8/2015
Vermont,370.66,361,308.57,370,NA,32,1/8/2015
Virginia,364.77,3535,291.85,3122,NA,288,1/8/2015
Washington,233.03,3362,189.91,3594,NA,160,1/8/2015
West Virginia,357.98,557,225.52,551,NA,60,1/8/2015
Wisconsin,350.7,2255,272.54,2238,NA,167,1/8/2015
Wyoming,320.39,133,351.58,199,NA,12,1/8/2015
Alabama,340.3,1110,200.93,998,152.02,129,2/8/2014
Alaska,285.81,271,254.28,316,388.58,26,2/8/2014
Arizona,303.33,2034,210.4,1722,195.85,232,2/8/2014
Arkansas,358.4,609,182.92,578,128.14,121,2/8/2014
California,248.37,12688,192.92,13550,191.14,812,2/8/2014
Colorado,237.29,2333,198.19,1923,223.6,139,2/8/2014
Connecticut,346.8,1361,274.1,1408,252.31,95,2/8/2014
Delaware,373.41,366,226.97,286,199.89,35,2/8/2014
District of Columbia,349.92,464,293.64,375,208.53,41,2/8/2014
Florida,305.7,6920,219.97,5597,154.33,535,2/8/2014
Georgia,332.35,3270,214.45,2398,153.61,236,2/8/2014
Hawaii,308.15,341,272.51,372,167.62,27,2/8/2014
Idaho,276.08,329,257.88,472,133.75,22,2/8/2014
Illinois,356.23,4253,287.73,3844,176.42,358,2/8/2014
Indiana,335.46,1769,208.72,1540,161.26,258,2/8/2014
Iowa,371.16,730,292.89,690,249.95,106,2/8/2014
Kansas,354.41,870,260.48,676,113.7,111,2/8/2014
Kentucky,339.18,1066,181.33,1037,124.52,141,2/8/2014
Louisiana,373.94,1144,242.59,926,149.14,241,2/8/2014
Maine,320.45,474,259.23,458,214.8,52,2/8/2014
Montana,270.27,604,251.88,278,734.65,22,2/8/2014
Nebraska,349.02,537,249.21,537,142.51,63,2/8/2014
Nevada,270.04,942,219.08,980,252.49,63,2/8/2014
New Hampshire,376.43,455,289.12,475,550.95,40,2/8/2014
New Jersey,354.55,2342,292.45,2964,232.29,202,2/8/2014
New Mexico,293.33,590,205.83,457,63.7,42,2/8/2014
New York,351.44,6112,268.49,6174,189.91,500,2/8/2014
North Carolina,355.62,2950,247.47,2019,150.59,238,2/8/2014
North Dakota,409.97,146,335.69,218,363.11,16,2/8/2014
Ohio,336.41,3213,213.65,2996,166.95,417,2/8/2014
Oklahoma,364.34,800,228.03,721,120.16,136,2/8/2014
Oregon,212.17,1688,188.96,1400,172.23,66,2/8/2014
Maryland,380.54,2091,250.34,1660,193.74,155,2/8/2014
Massachusetts,352.7,3022,296.83,2604,221.93,228,2/8/2014
Michigan,297.74,3183,276.02,2676,226.58,235,2/8/2014
Minnesota,369.77,1795,278.62,1647,181.28,103,2/8/2014
Mississippi,339.19,435,148.86,375,142.33,107,2/8/2014
Missouri,367.11,1647,241.41,1376,150,215,2/8/2014
Pennsylvania,371.05,4080,266.48,3445,191.47,388,2/8/2014
Rhode Island,332.73,553,260.24,380,201.75,34,2/8/2014
South Carolina,346.14,1223,202.23,961,174.45,128,2/8/2014
South Dakota,389.9,170,367.51,177,124.17,21,2/8/2014
Tennessee,358.26,1647,225.92,1314,195.74,159,2/8/2014
Texas,341.73,6311,236.21,6057,144.2,907,2/8/2014
Utah,292.37,720,233.98,735,187.95,45,2/8/2014
Vermont,377.22,289,321.36,242,187.64,25,2/8/2014
Virginia,373.26,2605,287.32,2101,226.45,221,2/8/2014
Washington,235.58,2457,191.1,2490,146.34,115,2/8/2014
West Virginia,363.67,386,197.14,394,158.3,41,2/8/2014
Wisconsin,357.79,1709,271.09,1466,239.71,137,2/8/2014
Wyoming,354.03,94,379,139,161.3,11,2/8/2014
Alabama,335.45,1592,209.87,1542,NA,195,2/8/2015
Alaska,303.03,362,269.18,497,NA,37,2/8/2015
Arizona,296.92,2746,208.25,2548,NA,318,2/8/2015
Arkansas,341.44,880,209.03,873,NA,150,2/8/2015
California,243.13,16995,188.86,19889,NA,1133,2/8/2015
Colorado,242.67,3260,195.97,3006,NA,188,2/8/2015
Connecticut,336.21,1883,266.97,2154,NA,131,2/8/2015
Delaware,363.18,509,234.15,454,NA,44,2/8/2015
District of Columbia,348.38,684,284.11,620,NA,49,2/8/2015
Florida,300.05,9712,216.22,8611,NA,720,2/8/2015
Georgia,322.63,4630,217.27,3652,NA,315,2/8/2015
Hawaii,306.46,468,262.05,545,NA,31,2/8/2015
Idaho,275.45,467,243.17,697,NA,36,2/8/2015
Illinois,352.37,5830,282.13,5770,NA,462,2/8/2015
Indiana,331.42,2471,216.42,2350,NA,336,2/8/2015
Iowa,364.09,1000,289.25,1095,NA,123,2/8/2015
