Member_number,itemDescription
1714,soda
1715,chicken
1715,butter
1715,ham
1715,whole milk
1715,newspapers
1715,spread cheese
1715,curd
1715,specialty chocolate
1715,white wine
1715,frozen meals
1715,domestic eggs
1715,specialty chocolate
1715,margarine
1715,frozen meals
1715,beverages
1715,shopping bags
1715,bottled water
1716,brown bread
1716,whole milk
1716,meat
1716,pip fruit
1716,chocolate
1716,fruit/vegetable juice
1716,long life bakery product
1716,bottled water
1717,chicken
1717,pip fruit
1717,rolls/buns
1717,rolls/buns
1717,other vegetables
1717,bottled water
1717,pip fruit
1717,margarine
1718,hamburger meat
1718,frankfurter
1718,domestic eggs
1718,red/blush wine
1718,frozen vegetables
1718,rolls/buns
1718,salty snack
1719,coffee
1719,nuts/prunes
1719,canned beer
1719,whole milk
1719,soda
1719,whole milk
1719,other vegetables
1719,shopping bags
1719,bottled water
1719,curd
1719,brown bread
1719,pet care
1719,sliced cheese
1720,root vegetables
1720,onions
1720,herbs
1720,whole milk
1720,butter
1720,vinegar
1720,shopping bags
1721,other vegetables
1721,bottled water
1721,rolls/buns
1721,whole milk
1721,soda
1721,margarine
1722,tropical fruit
1722,chewing gum
1722,whole milk
1722,tropical fruit
1722,canned beer
1722,whole milk
1722,pastry
1722,soda
1722,whole milk
1722,newspapers
1722,butter
1722,soda
1722,pastry
1722,dessert
1723,yogurt
1723,tropical fruit
1723,citrus fruit
1723,citrus fruit
1723,sliced cheese
1723,margarine
1723,newspapers
1723,sweet spreads
1723,whipped/sour cream
1723,shopping bags
1724,hamburger meat
1724,whole milk
1724,rolls/buns
1724,fruit/vegetable juice
1724,chicken
1724,pip fruit
1724,canned beer
1724,berries
1724,other vegetables
1724,salty snack
1724,coffee
1725,curd
1725,tropical fruit
1725,dessert
1725,chicken
1725,yogurt
1725,newspapers
1726,other vegetables
1726,other vegetables
1726,pip fruit
1726,root vegetables
1726,bottled beer
1726,pip fruit
1726,dessert
1726,red/blush wine
1726,whole milk
1726,other vegetables
1726,pastry
1726,napkins
1726,detergent
1727,citrus fruit
1727,brown bread
1727,beef
1727,whole milk
1727,canned fish
1727,brown bread
1728,soda
1728,rolls/buns
1728,root vegetables
1728,bottled water
1728,rum
1728,processed cheese
1728,ice cream
1729,frankfurter
1729,meat
1729,frankfurter
1729,beef
1729,other vegetables
1729,rolls/buns
1729,whole milk
1729,whole milk
1729,newspapers
1729,pet care
1729,whipped/sour cream
1729,waffles
1729,newspapers
1729,ready soups
1729,pastry
1730,sausage
1730,other vegetables
1730,sausage
1730,sugar
1730,whole milk
1730,rolls/buns
1730,semi-finished bread
1730,napkins
1731,bottled beer
1731,chicken
1731,whole milk
1731,sausage
1731,other vegetables
1731,tropical fruit
1731,waffles
1731,whole milk
1731,salt
1731,long life bakery product
1731,other vegetables
1731,processed cheese
1732,citrus fruit
1732,pork
1732,citrus fruit
1732,yogurt
1732,long life bakery product
1732,canned beer
1732,flour
1733,whole milk
1733,pip fruit
1733,coffee
1733,canned fish
1733,mustard
1733,zwieback
1733,salty snack
1733,root vegetables
1733,organic sausage
1733,yogurt
1733,pastry
1733,rolls/buns
1733,butter
1733,oil
1733,white bread
1733,soft cheese
1733,newspapers
1734,rolls/buns
1734,beef
1734,sausage
1734,chocolate
1734,tropical fruit
1734,napkins
1734,other vegetables
1734,whipped/sour cream
1734,bottled water
1734,rum
1734,pork
1734,baking powder
1734,rolls/buns
1734,yogurt
1734,beverages
1734,frozen vegetables
1734,brown bread
1735,soda
1735,curd
1735,napkins
1735,rolls/buns
1735,candy
1736,rolls/buns
1736,butter
1736,whole milk
1736,tropical fruit
1736,pickled vegetables
1736,chocolate
1736,soda
1736,root vegetables
1736,long life bakery product
1736,whole milk
1736,butter
1736,soda
1737,tropical fruit
1737,citrus fruit
1737,pastry
1737,whole milk
1737,hamburger meat
1737,hamburger meat
1737,newspapers
1737,other vegetables
1737,sausage
1737,yogurt
1737,citrus fruit
1737,rolls/buns
1737,root vegetables
1737,liquor
1737,condensed milk
1737,instant coffee
1737,yogurt
1737,domestic eggs
1737,detergent
1737,flour
1737,tropical fruit
1738,dessert
1738,brown bread
1738,whole milk
1738,yogurt
1738,pastry
1738,soda
1738,liquor (appetizer)
1738,rolls/buns
1739,sausage
1739,soda
1739,pastry
1739,photo/film
1740,ham
1740,specialty bar
1740,domestic eggs
1740,root vegetables
1740,tropical fruit
1740,whipped/sour cream
1740,curd cheese
1740,soda
1740,whole milk
1740,soda
1740,white bread
1740,rolls/buns
1740,canned beer
1740,dessert
1740,napkins
1740,yogurt
1741,sausage
1741,liver loaf
1741,rolls/buns
1741,fruit/vegetable juice
1741,napkins
1741,other vegetables
1741,packaged fruit/vegetables
1741,packaged fruit/vegetables
1741,margarine
1741,specialty chocolate
1741,curd
1741,bottled beer
1741,candles
1742,napkins
1742,sausage
1742,other vegetables
1742,frankfurter
1742,photo/film
1742,detergent
1742,root vegetables
1742,mustard
1742,salty snack
1743,sliced cheese
1743,pip fruit
1743,frozen meals
1743,frankfurter
1743,root vegetables
1743,dessert
1743,white bread
1743,brown bread
1743,whipped/sour cream
1743,whipped/sour cream
1743,cream cheese 
1743,specialty bar
1743,fruit/vegetable juice
1743,pastry
1744,canned beer
1744,domestic eggs
1744,soda
1744,bottled beer
1745,tropical fruit
1745,yogurt
1746,Instant food products
1746,pip fruit
1746,whole milk
1746,root vegetables
1746,tropical fruit
1746,pip fruit
1746,bottled water
1746,UHT-milk
1746,margarine
1746,cream cheese 
1747,frankfurter
1747,canned beer
1747,curd
1747,root vegetables
1747,margarine
1747,red/blush wine
1747,whipped/sour cream
1747,other vegetables
1747,roll products 
1747,frozen vegetables
1747,rolls/buns
1748,pip fruit
1748,kitchen utensil
1748,bottled beer
1748,whipped/sour cream
1748,soda
1748,roll products 
1748,beverages
1748,bottled water
1748,butter
1748,yogurt
1748,root vegetables
1748,whole milk
1748,rolls/buns
1748,processed cheese
1748,rolls/buns
1748,canned fish
1748,sugar
1748,pasta
1748,bottled water
1749,frankfurter
1749,berries
1749,ham
1749,specialty cheese
1749,root vegetables
1749,onions
1749,soft cheese
1749,baking powder
1750,onions
1750,beef
1750,whole milk
1750,root vegetables
1750,pastry
1750,shopping bags
1750,baking powder
1750,dog food
1750,soda
1750,shopping bags
1750,newspapers
1750,rolls/buns
1751,sausage
1751,yogurt
1751,whipped/sour cream
1751,whole milk
1751,pip fruit
1751,newspapers
1751,herbs
1751,candy
1751,flour
1751,oil
1752,other vegetables
1752,pip fruit
1752,canned beer
1752,newspapers
1752,pip fruit
1752,cream cheese 
1752,butter milk
1752,other vegetables
1752,cake bar
1752,butter
1753,root vegetables
1753,sausage
1753,whole milk
1753,hygiene articles
1753,berries
1753,other vegetables
1753,other vegetables
1753,pickled vegetables
1753,other vegetables
1753,rolls/buns
1753,pastry
1753,canned fish
1753,whole milk
1753,butter milk
1753,cream cheese 
1753,sliced cheese
1753,fruit/vegetable juice
1754,canned beer
1754,citrus fruit
1754,beverages
1754,curd
1754,whipped/sour cream
1754,root vegetables
1754,pastry
1754,coffee
1754,pip fruit
1754,other vegetables
1754,flour
1754,cream cheese 
1754,pickled vegetables
1754,bottled water
1755,waffles
1755,whole milk
1755,spread cheese
1755,soda
1756,pork
1756,ice cream
1756,whole milk
1756,UHT-milk
1756,other vegetables
1756,onions
1756,soda
1756,skin care
1756,soda
1757,root vegetables
1757,pork
1757,frankfurter
1757,finished products
1757,canned beer
1757,hamburger meat
1757,yogurt
1757,other vegetables
1757,salty snack
1757,packaged fruit/vegetables
1757,whipped/sour cream
1757,curd
1757,sweet spreads
1757,whole milk
1757,white bread
1758,chocolate
1758,other vegetables
1758,chocolate
1758,pip fruit
1758,rolls/buns
1758,salt
1758,bottled water
1758,yogurt
1758,pasta
1758,shopping bags
1758,margarine
1758,whole milk
1758,pickled vegetables
1758,whipped/sour cream
1759,bottled beer
1759,ham
1759,pet care
1759,bottled water
1759,other vegetables
1759,pork
1759,whole milk
1759,newspapers
1759,flour
1759,oil
1759,dog food
1759,brown bread
1760,newspapers
1760,soda
1760,cream cheese 
1760,sausage
1760,fruit/vegetable juice
1760,margarine
1760,sugar
1760,dish cleaner
1761,bottled beer
1761,rolls/buns
1761,napkins
1761,tropical fruit
1761,whole milk
1761,whole milk
1761,seasonal products
1761,cream cheese 
1761,shopping bags
1761,UHT-milk
1761,dish cleaner
1761,hygiene articles
1761,shopping bags
1761,pudding powder
1761,frozen fish
1761,newspapers
1761,shopping bags
1761,mustard
1762,dessert
1762,citrus fruit
1762,bottled beer
1762,other vegetables
1763,coffee
1763,frankfurter
1763,pork
1763,hard cheese
1763,frozen vegetables
1763,semi-finished bread
1763,domestic eggs
1764,whole milk
1764,canned beer
1764,yogurt
1764,honey
1764,UHT-milk
1764,other vegetables
1764,soda
1764,ketchup
1764,salty snack
1764,coffee
1764,butter
1765,margarine
1765,fruit/vegetable juice
1765,meat
1765,beef
1765,rolls/buns
1765,pasta
1765,whipped/sour cream
1765,baking powder
1766,pork
1766,dessert
1766,canned beer
1766,canned beer
1766,specialty chocolate
1767,meat
1767,pastry
1767,frankfurter
1767,sparkling wine
1767,bottled water
1767,whole milk
1767,rolls/buns
1767,other vegetables
1767,UHT-milk
1767,soda
1767,shopping bags
1767,root vegetables
1768,beverages
1768,sausage
1768,chicken
1768,butter milk
1768,dessert
1768,finished products
1768,rolls/buns
1768,margarine
1768,flower soil/fertilizer
1768,pickled vegetables
1768,root vegetables
1768,butter
1768,long life bakery product
1768,other vegetables
1768,rolls/buns
1768,herbs
1768,fruit/vegetable juice
1768,butter milk
1768,long life bakery product
1768,white bread
1769,rolls/buns
1769,bottled beer
1769,whole milk
1769,canned vegetables
1769,onions
1770,semi-finished bread
1770,butter
1770,specialty bar
1770,other vegetables
1770,rolls/buns
1770,shopping bags
1770,mayonnaise
1770,pickled vegetables
1770,whole milk
1770,waffles
1771,frankfurter
1771,other vegetables
1771,soda
1771,sausage
1771,specialty bar
1771,cream cheese 
1772,misc. beverages
1772,sugar
1772,yogurt
1772,rolls/buns
1772,brown bread
1772,red/blush wine
1772,canned beer
1772,make up remover
1773,frankfurter
1773,whole milk
1773,sausage
1773,pip fruit
1773,pip fruit
1773,whipped/sour cream
1773,bottled water
1773,detergent
1773,canned vegetables
1774,domestic eggs
1774,butter
1774,yogurt
1774,other vegetables
1774,newspapers
1774,other vegetables
1774,newspapers
1774,white bread
1774,cereals
1774,syrup
1774,salty snack
1774,cleaner
1775,tropical fruit
1775,cat food
1776,ice cream
1776,canned beer
1776,whole milk
1776,bottled water
1776,fish
1776,margarine
1776,grapes
1776,UHT-milk
1776,margarine
1776,pastry
1776,canned beer
1776,yogurt
1776,butter
1776,yogurt
1777,sausage
1777,beef
1777,whole milk
1777,tropical fruit
1777,finished products
1777,yogurt
1777,margarine
1777,butter milk
1777,curd
1777,tropical fruit
1777,pastry
1777,whole milk
1777,fruit/vegetable juice
1777,pip fruit
1777,sugar
1777,brown bread
1777,fruit/vegetable juice
1777,brown bread
1777,pot plants
1777,misc. beverages
1778,beef
1778,bottled water
1778,tropical fruit
1778,whole milk
1778,bottled water
1778,photo/film
1779,whole milk
1779,beef
1779,citrus fruit
1779,long life bakery product
1779,rolls/buns
1779,curd
1779,newspapers
1779,rolls/buns
1779,white bread
1780,canned fish
1780,pip fruit
1780,sausage
1780,dessert
1780,curd
1780,specialty bar
1780,beverages
1780,sausage
1780,sausage
1780,sugar
1780,canned fish
1780,soft cheese
1780,yogurt
1780,whole milk
1780,rolls/buns
1780,yogurt
1780,other vegetables
1780,oil
1780,curd
1780,whole milk
1780,newspapers
1781,specialty chocolate
1781,specialty bar
1781,tropical fruit
1781,butter milk
1781,yogurt
1781,shopping bags
1782,pork
1782,soda
1782,coffee
1782,tropical fruit
1782,frozen vegetables
1782,rolls/buns
1782,rolls/buns
1782,yogurt
1782,napkins
1782,yogurt
1782,onions
1782,other vegetables
1782,newspapers
1783,other vegetables
1783,sausage
1783,tropical fruit
1783,butter
1783,rolls/buns
1783,bottled water
1783,misc. beverages
1783,pip fruit
1783,UHT-milk
1783,hamburger meat
1783,rolls/buns
1783,candy
1783,specialty chocolate
1783,yogurt
1783,soda
1783,shopping bags
1783,white bread
1783,misc. beverages
1784,bottled water
1784,pip fruit
1784,ham
1784,curd
1784,other vegetables
1784,rolls/buns
1784,semi-finished bread
1785,sausage
1785,ham
1785,butter
1785,sausage
1785,turkey
1785,canned beer
1785,fruit/vegetable juice
1785,other vegetables
1785,curd
1785,bottled water
1785,berries
1785,brown bread
1785,whole milk
1785,grapes
1785,canned beer
1785,curd
1785,organic sausage
1785,other vegetables
1785,soda
1785,cling film/bags
1786,canned beer
1786,yogurt
1786,citrus fruit
1786,frozen vegetables
1786,specialty bar
1786,misc. beverages
1787,whipped/sour cream
1787,frozen meals
1787,finished products
1787,pork
1787,chocolate
1787,frozen meals
1787,other vegetables
1787,whole milk
1787,liquor
1787,packaged fruit/vegetables
1787,long life bakery product
1787,napkins
1787,salty snack
1788,sausage
1788,dessert
1788,sausage
1788,UHT-milk
1788,canned beer
1788,brown bread
1788,pork
1788,berries
1788,canned beer
1788,citrus fruit
1788,other vegetables
1788,brown bread
1788,long life bakery product
1788,mayonnaise
1788,frozen vegetables
1788,yogurt
1789,beef
1789,pip fruit
1789,citrus fruit
1789,hamburger meat
1789,whole milk
1789,frozen dessert
1789,male cosmetics
1789,yogurt
1789,candles
1789,newspapers
1790,sausage
1790,pork
1790,misc. beverages
1790,other vegetables
1791,tropical fruit
1791,pork
1791,pastry
1791,bottled beer
1791,cream cheese 
1791,bottled water
1791,cake bar
1791,yogurt
1792,tropical fruit
1792,newspapers
1792,beef
1792,tropical fruit
1792,pork
1792,domestic eggs
1792,detergent
1792,frozen vegetables
1792,grapes
1792,bottled water
1792,frozen vegetables
1792,processed cheese
1792,chocolate marshmallow
1793,ice cream
1793,long life bakery product
1793,canned beer
1793,misc. beverages
1793,beef
1793,other vegetables
1793,chicken
1793,male cosmetics
1793,beef
1793,brown bread
1793,frozen vegetables
1793,pip fruit
1793,rolls/buns
1793,rolls/buns
1793,white wine
1793,berries
1793,newspapers
1793,frozen meals
1793,organic products
1793,ice cream
1793,hard cheese
1793,other vegetables
1793,frozen vegetables
1793,chocolate
1793,chocolate
1794,sweet spreads
1794,citrus fruit
1794,bottled beer
1794,yogurt
1794,soda
1795,beef
1795,domestic eggs
1795,whole milk
1795,dessert
1796,sausage
1796,butter
1796,cream cheese 
1796,sausage
1796,whole milk
1796,other vegetables
1796,yogurt
1796,bottled water
1796,pip fruit
1796,rolls/buns
1796,chocolate
1796,rolls/buns
1796,spices
1796,coffee
1797,sausage
1797,hard cheese
1797,white wine
1797,root vegetables
1797,other vegetables
1797,detergent
1797,processed cheese
1797,sugar
1797,sliced cheese
1797,chocolate marshmallow
1797,bottled beer
1798,beef
1798,pip fruit
1798,yogurt
1798,beverages
1798,bottled beer
1798,pastry
1798,pastry
1798,other vegetables
1798,bottled water
1798,hamburger meat
1798,curd
1798,pastry
1798,instant coffee
1798,whole milk
1798,frozen fish
